lexeme,variants,msg,mpl,fsg,fpl
déshonnête,déshonnête,dEzOnɛt,dEzOnɛt,dEzOnɛt,dEzOnɛt
déshonorant,déshonorant,dEzOnOʁɑ̃,dEzOnOʁɑ̃,dEzOnOʁɑ̃t,dEzOnOʁɑ̃t
déshumanisant,déshumanisant,dEzymanizɑ̃,dEzymanizɑ̃,dEzymanizɑ̃t,dEzymanizɑ̃t
déshydraté,déshydraté,dEzidʁate,dEzidʁate,dEzidʁate,dEzidʁate
désigné,désigné,dEziɲe,dEziɲe,dEziɲe,dEziɲe
désincarné,désincarné,dEzɛ̃kaʁne,dEzɛ̃kaʁne,dEzɛ̃kaʁne,dEzɛ̃kaʁne
désincrustant,désincrustant,dEzɛ̃kʁystɑ̃,dEzɛ̃kʁystɑ̃,dEzɛ̃kʁystɑ̃t,dEzɛ̃kʁystɑ̃t
désinfectant,désinfectant,dEzɛ̃fEktɑ̃,dEzɛ̃fEktɑ̃,dEzɛ̃fEktɑ̃t,dEzɛ̃fEktɑ̃t
désintéressé,désintéressé,dEzɛ̃tEʁEse,dEzɛ̃tEʁEse,dEzɛ̃tEʁEse,dEzɛ̃tEʁEse
désinvolte,désinvolte,dEzɛ̃vɔlt,dEzɛ̃vɔlt,dEzɛ̃vɔlt,dEzɛ̃vɔlt
désirable,désirable,dEziʁabl,dEziʁabl,dEziʁabl,dEziʁabl
désirant,désirant,dEziʁɑ̃,dEziʁɑ̃,dEziʁɑ̃t,dEziʁɑ̃t
désiré,désiré,dEziʁe,dEziʁe,dEziʁe,dEziʁe
désireux,désireux,dEziʁø,dEziʁø,dEziʁøz,dEziʁøz
désobéissant,désobéissant,dEzObEisɑ̃,dEzObEisɑ̃,dEzObEisɑ̃t,dEzObEisɑ̃t
désobligeant,désobligeant,dEzObliʒɑ̃,dEzObliʒɑ̃,dEzObliʒɑ̃t,dEzObliʒɑ̃t
désoccupé,désoccupé,dEzOkype,dEzOkype,dEzOkype,dEzOkype
désodé,désodé,dEzOde,dEzOde,dEzOde,dEzOde
désodorisant,désodorisant,dEzOdOʁizɑ̃,dEzOdOʁizɑ̃,dEzOdOʁizɑ̃t,dEzOdOʁizɑ̃t
désoeuvré,désoeuvré,dEzØvʁe,dEzØvʁe,dEzØvʁe,dEzØvʁe
désolant,désolant,dEzOlɑ̃,dEzOlɑ̃,dEzOlɑ̃t,dEzOlɑ̃t
désolé,désolé,dEzOle,dEzOle,dEzOle,dEzOle
désopilant,désopilant,dEzOpilɑ̃,dEzOpilɑ̃,dEzOpilɑ̃t,dEzOpilɑ̃t
désordonné,désordonné,dEzɔʁdOne,dEzɔʁdOne,dEzɔʁdOne,dEzɔʁdOne
désorienté,désorienté,dEzOʁjɑ̃te,dEzOʁjɑ̃te,dEzOʁjɑ̃te,dEzOʁjɑ̃te
désoxyribonucléique,désoxyribonucléique,dEzOksiʁibOnyklEik,dEzOksiʁibOnyklEik,dEzOksiʁibOnyklEik,dEzOksiʁibOnyklEik
despote,despote,dEspɔt,dEspɔt,dEspɔt,dEspɔt
despotique,despotique,dEspOtik,dEspOtik,dEspOtik,dEspOtik
desquamant,desquamant,dEskwamɑ̃,dEskwamɑ̃,dEskwamɑ̃t,dEskwamɑ̃t
dessalé,dessalé,dEsale,dEsale,dEsale,dEsale
desséchant,desséchant,dEsEʃɑ̃,dEsEʃɑ̃,dEsEʃɑ̃t,dEsEʃɑ̃t
desservant,desservant,dEsɛʁvɑ̃,dEsɛʁvɑ̃,dEsɛʁvɑ̃t,dEsɛʁvɑ̃t
déstabilisant,déstabilisant,dEstabilizɑ̃,dEstabilizɑ̃,dEstabilizɑ̃t,dEstabilizɑ̃t
déstabilisateur,déstabilisateur,dEstabilizatœʁ,dEstabilizatœʁ,dEstabilizatʁis,dEstabilizatʁis
destiné,destiné,dEstine,dEstine,dEstine,dEstine
destroy,destroy,dEstʁɔj,dEstʁɔj,dEstʁɔj,dEstʁɔj
destructeur,destructeur,dEstʁyktœʁ,dEstʁyktœʁ,dEstʁyktʁis,dEstʁyktʁis
destructible,destructible,dEstʁyktibl,dEstʁyktibl,dEstʁyktibl,dEstʁyktibl
destructif,destructif,dEstʁyktif,dEstʁyktif,dEstʁyktiv,dEstʁyktiv
désuet,désuet,dEzɥɛ,dEzɥɛ,dEzɥɛt,dEzɥɛt
désuni,désuni,dEzyni,dEzyni,dEzyni,dEzyni
détachable,détachable,dEtaʃabl,dEtaʃabl,dEtaʃabl,dEtaʃabl
détachant,détachant,dEtaʃɑ̃,dEtaʃɑ̃,dEtaʃɑ̃t,dEtaʃɑ̃t
détaché,détaché,dEtaʃe,dEtaʃe,dEtaʃe,dEtaʃe
détaillant,détaillant,dEtajɑ̃,dEtajɑ̃,dEtajɑ̃t,dEtajɑ̃t
détaillé,détaillé,dEtaje,dEtaje,dEtaje,dEtaje
détartrant,détartrant,dEtaʁtʁɑ̃,dEtaʁtʁɑ̃,dEtaʁtʁɑ̃t,dEtaʁtʁɑ̃t
détectable,détectable,dEtEktabl,dEtEktabl,dEtEktabl,dEtEktabl
détecteur,détecteur,dEtEktœʁ,dEtEktœʁ,dEtEktʁis,dEtEktʁis
détendu,détendu,dEtɑ̃dy,dEtɑ̃dy,dEtɑ̃dy,dEtɑ̃dy
détenteur,détenteur,dEtɑ̃tœʁ,dEtɑ̃tœʁ,dEtɑ̃tʁis,dEtɑ̃tʁis
détenu,détenu,dEtəny,dEtəny,dEtəny,dEtəny
détergent,détergent,dEtɛʁʒɑ̃,dEtɛʁʒɑ̃,dEtɛʁʒɑ̃t,dEtɛʁʒɑ̃t
déterminant,déterminant,dEtɛʁminɑ̃,dEtɛʁminɑ̃,dEtɛʁminɑ̃t,dEtɛʁminɑ̃t
déterminé,déterminé,dEtɛʁmine,dEtɛʁmine,dEtɛʁmine,dEtɛʁmine
déterministe,déterministe,dEtɛʁminist,dEtɛʁminist,dEtɛʁminist,dEtɛʁminist
déterré,déterré,dEtEʁe,dEtEʁe,dEtEʁe,dEtEʁe
détersif,détersif,dEtɛʁsif,dEtɛʁsif,dEtɛʁsiv,dEtɛʁsiv
détestable,détestable,dEtEstabl,dEtEstabl,dEtEstabl,dEtEstabl
détesté,détesté,dEtEste,dEtEste,dEtEste,dEtEste
détimbré,détimbré,dEtɛ̃bʁe,dEtɛ̃bʁe,dEtɛ̃bʁe,dEtɛ̃bʁe
détonant,détonant,dEtOnɑ̃,dEtOnɑ̃,dEtOnɑ̃t,dEtOnɑ̃t
détourné,détourné,dEtuʁne,dEtuʁne,dEtuʁne,dEtuʁne
détracteur,détracteur,dEtʁaktœʁ,dEtʁaktœʁ,dEtʁaktʁis,dEtʁaktʁis
détraqué,détraqué,dEtʁake,dEtʁake,dEtʁake,dEtʁake
détritique,détritique,dEtʁitik,dEtʁitik,dEtʁitik,dEtʁitik
détrôné,détrôné,dEtʁOne,dEtʁOne,dEtʁOne,dEtʁOne
deuxième,deuxième,dØzjɛm,dØzjɛm,dØzjɛm,dØzjɛm
dévalorisant,dévalorisant,dEvalOʁizɑ̃,dEvalOʁizɑ̃,dEvalOʁizɑ̃t,dEvalOʁizɑ̃t
dévastateur,dévastateur,dEvastatœʁ,dEvastatœʁ,dEvastatʁis,dEvastatʁis
dévasté,dévasté,dEvaste,dEvaste,dEvaste,dEvaste
développé,développé,dEvəlOpe,dEvəlOpe,dEvəlOpe,dEvəlOpe
dévergondé,dévergondé,dEvɛʁgɔ̃de,dEvɛʁgɔ̃de,dEvɛʁgɔ̃de,dEvɛʁgɔ̃de
déversant,déversant,dEvɛʁsɑ̃,dEvɛʁsɑ̃,dEvɛʁsɑ̃t,dEvɛʁsɑ̃t
déviant,déviant,dEvjɑ̃,dEvjɑ̃,dEvjɑ̃t,dEvjɑ̃t
déviateur,déviateur,dEvjatœʁ,dEvjatœʁ,dEvjatʁis,dEvjatʁis
déviationniste,déviationniste,dEvjasjOnist,dEvjasjOnist,dEvjasjOnist,dEvjasjOnist
dévissable,dévissable,dEvisabl,dEvisabl,dEvisabl,dEvisabl
dévoilant,dévoilant,dEvwalɑ̃,dEvwalɑ̃,dEvwalɑ̃t,dEvwalɑ̃t
dévolu,dévolu,dEvOly,dEvOly,dEvOly,dEvOly
dévonien,dévonien,dEvOnjɛ̃,dEvOnjɛ̃,dEvOnjɛn,dEvOnjɛn
dévorant,dévorant,dEvOʁɑ̃,dEvOʁɑ̃,dEvOʁɑ̃t,dEvOʁɑ̃t
dévorateur,dévorateur,dEvOʁatœʁ,dEvOʁatœʁ,dEvOʁatʁis,dEvOʁatʁis
dévot,dévot,dEvo,dEvo,dEvɔt,dEvɔt
dévotionnel,dévotionnel,dEvOsjOnɛl,dEvOsjOnɛl,dEvOsjOnɛl,dEvOsjOnɛl
dévoué,dévoué,dEvwe,dEvwe,dEvwe,dEvwe
dévoyé,dévoyé,dEvwaje,dEvwaje,dEvwaje,dEvwaje
dextre,dextre,dɛkstʁ,dɛkstʁ,dɛkstʁ,dɛkstʁ
diabétique,diabétique,djabEtik,djabEtik,djabEtik,djabEtik
diable,diable,djabl,djabl,djabl,djabl
diabolique,diabolique,djabOlik,djabOlik,djabOlik,djabOlik
diachronique,diachronique,djakʁOnik,djakʁOnik,djakʁOnik,djakʁOnik
diacritique,diacritique,djakʁitik,djakʁitik,djakʁitik,djakʁitik
diagnostique,diagnostique,djagnOstik,djagnOstik,djagnOstik,djagnOstik
diagonal,diagonal,djagOnal,djagOno,djagOnal,djagOnal
dialectal,dialectal,djalEktal,djalEkto,djalEktal,djalEktal
dialectique,dialectique,djalEktik,djalEktik,djalEktik,djalEktik
dialogique,dialogique,djalOʒik,djalOʒik,djalOʒik,djalOʒik
diamanté,diamanté,djamɑ̃te,djamɑ̃te,djamɑ̃te,djamɑ̃te
diamantifère,diamantifère,djamɑ̃tifɛʁ,djamɑ̃tifɛʁ,djamɑ̃tifɛʁ,djamɑ̃tifɛʁ
diamantin,diamantin,djamɑ̃tɛ̃,djamɑ̃tɛ̃,djamɑ̃tin,djamɑ̃tin
diaphane,diaphane,djafan,djafan,djafan,djafan
diaphorétique,diaphorétique,djafOʁEtik,djafOʁEtik,djafOʁEtik,djafOʁEtik
diaphragmatique,diaphragmatique,djafʁagmatik,djafʁagmatik,djafʁagmatik,djafʁagmatik
diapositif,diapositif,djapOzitif,djapOzitif,djapOzitiv,djapOzitiv
diapré,diapré,djapʁe,djapʁe,djapʁe,djapʁe
diarrhéique,diarrhéique,djaʁEik,djaʁEik,djaʁEik,djaʁEik
diastolique,diastolique,djastOlik,djastOlik,djastOlik,djastOlik
diatonique,diatonique,djatOnik,djatOnik,djatOnik,djatOnik
dichroïque,dichroïque,dikʁOik,dikʁOik,dikʁOik,dikʁOik
dicible,dicible,disibl,disibl,disibl,disibl
dictatorial,dictatorial,diktatɔʁjal,diktatɔʁjo,diktatɔʁjal,diktatɔʁjal
didactique,didactique,didaktik,didaktik,didaktik,didaktik
dieppois,dieppois,djEpwa,djEpwa,djEpwaz,djEpwaz
diététique,diététique,djEtEtik,djEtEtik,djEtEtik,djEtEtik
diéthylénique,diéthylénique,djEtilEnik,djEtilEnik,djEtilEnik,djEtilEnik
diffamatoire,diffamatoire,difamatwaʁ,difamatwaʁ,difamatwaʁ,difamatwaʁ
diffamé,diffamé,difame,difame,difame,difame
différé,différé,difEʁe,difEʁe,difEʁe,difEʁe
différenciable,différenciable,difEʁɑ̃sjabl,difEʁɑ̃sjabl,difEʁɑ̃sjabl,difEʁɑ̃sjabl
différencié,différencié,difEʁɑ̃sje,difEʁɑ̃sje,difEʁɑ̃sje,difEʁɑ̃sje
différent,différent,difEʁɑ̃,difEʁɑ̃,difEʁɑ̃t,difEʁɑ̃t
différentiel,différentiel,difEʁɑ̃sjɛl,difEʁɑ̃sjɛl,difEʁɑ̃sjɛl,difEʁɑ̃sjɛl
difficile,difficile,difisil,difisil,difisil,difisil
difficultueux,difficultueux,difikyltɥø,difikyltɥø,difikyltɥøz,difikyltɥøz
difforme,difforme,difɔʁm,difɔʁm,difɔʁm,difɔʁm
diffus,diffus,dify,dify,difyz,difyz
diffusant,diffusant,difyzɑ̃,difyzɑ̃,difyzɑ̃t,difyzɑ̃t
digeste,digeste,diʒɛst,diʒɛst,diʒɛst,diʒɛst
digestible,digestible,diʒEstibl,diʒEstibl,diʒEstibl,diʒEstibl
digestif,digestif,diʒEstif,diʒEstif,diʒEstiv,diʒEstiv
digital,digital,diʒital,diʒito,diʒital,diʒital
digité,digité,diʒite,diʒite,diʒite,diʒite
digne,digne,diɲ,diɲ,diɲ,diɲ
dijonnais,dijonnais,diʒOnɛ,diʒOnɛ,diʒOnɛz,diʒOnɛz
dilatable,dilatable,dilatabl,dilatabl,dilatabl,dilatabl
dilatateur,dilatateur,dilatatœʁ,dilatatœʁ,dilatatʁis,dilatatʁis
dilaté,dilaté,dilate,dilate,dilate,dilate
dilatoire,dilatoire,dilatwaʁ,dilatwaʁ,dilatwaʁ,dilatwaʁ
dilettante,dilettante,dilEtɑ̃t,dilEtɑ̃t,dilEtɑ̃t,dilEtɑ̃t
diligent,diligent,diliʒɑ̃,diliʒɑ̃,diliʒɑ̃t,diliʒɑ̃t
diluant,diluant,dilɥɑ̃,dilɥɑ̃,dilɥɑ̃t,dilɥɑ̃t
diluvien,diluvien,dilyvjɛ̃,dilyvjɛ̃,dilyvjɛn,dilyvjɛn
dimensionnel,dimensionnel,dimɑ̃sjOnɛl,dimɑ̃sjOnɛl,dimɑ̃sjOnɛl,dimɑ̃sjOnɛl
diminuant,diminuant,diminɥɑ̃,diminɥɑ̃,diminɥɑ̃t,diminɥɑ̃t
diminué,diminué,diminɥe,diminɥe,diminɥe,diminɥe
diminutif,diminutif,diminytif,diminytif,diminytiv,diminytiv
dînatoire,dînatoire,dinatwaʁ,dinatwaʁ,dinatwaʁ,dinatwaʁ
dingo,dingo,dɛ̃go,dɛ̃go,dɛ̃go,dɛ̃go
dingue,dingue,dɛ̃g,dɛ̃g,dɛ̃g,dɛ̃g
diocésain,diocésain,djOsEzɛ̃,djOsEzɛ̃,djOsEzɛn,djOsEzɛn
dioclétien,dioclétien,djOklEsjɛ̃,djOklEsjɛ̃,djOklEsjɛn,djOklEsjɛn
dionysiaque,dionysiaque,djOnizjak,djOnizjak,djOnizjak,djOnizjak
dionysien,dionysien,djOnizjɛ̃,djOnizjɛ̃,djOnizjɛn,djOnizjɛn
diplomate,diplomate,diplOmat,diplOmat,diplOmat,diplOmat
diplomatique,diplomatique,diplOmatik,diplOmatik,diplOmatik,diplOmatik
diplômé,diplômé,diplOme,diplOme,diplOme,diplOme
dipsomane,dipsomane,dipsOman,dipsOman,dipsOman,dipsOman
diptère,diptère,diptɛʁ,diptɛʁ,diptɛʁ,diptɛʁ
direct,direct,diʁɛkt,diʁɛkt,diʁɛkt,diʁɛkt
directeur,directeur,diʁEktœʁ,diʁEktœʁ,diʁEktʁis,diʁEktʁis
directif,directif,diʁEktif,diʁEktif,diʁEktiv,diʁEktiv
directionnel,directionnel,diʁEksjOnɛl,diʁEksjOnɛl,diʁEksjOnɛl,diʁEksjOnɛl
directorial,directorial,diʁEktɔʁjal,diʁEktɔʁjo,diʁEktɔʁjal,diʁEktɔʁjal
dirigé,dirigé,diʁiʒe,diʁiʒe,diʁiʒe,diʁiʒe
dirigeable,dirigeable,diʁiʒabl,diʁiʒabl,diʁiʒabl,diʁiʒabl
dirigeant,dirigeant,diʁiʒɑ̃,diʁiʒɑ̃,diʁiʒɑ̃t,diʁiʒɑ̃t
dirimant,dirimant,diʁimɑ̃,diʁimɑ̃,diʁimɑ̃t,diʁimɑ̃t
disant,disant,dizɑ̃,dizɑ̃,dizɑ̃t,dizɑ̃t
discal,discal,diskal,disko,diskal,diskal
discernable,discernable,disɛʁnabl,disɛʁnabl,disɛʁnabl,disɛʁnabl
disciplinaire,disciplinaire,disiplinɛʁ,disiplinɛʁ,disiplinɛʁ,disiplinɛʁ
discipliné,discipliné,disipline,disipline,disipline,disipline
disco,disco,disko,disko,disko,disko
discographique,discographique,diskOgʁafik,diskOgʁafik,diskOgʁafik,diskOgʁafik
discontinu,discontinu,diskɔ̃tiny,diskɔ̃tiny,diskɔ̃tiny,diskɔ̃tiny
discordant,discordant,diskɔʁdɑ̃,diskɔʁdɑ̃,diskɔʁdɑ̃t,diskɔʁdɑ̃t
discourtois,discourtois,diskuʁtwa,diskuʁtwa,diskuʁtwaz,diskuʁtwaz
discret,discret,diskʁɛ,diskʁɛ,diskʁɛt,diskʁɛt
discrétionnaire,discrétionnaire,diskʁEsjOnɛʁ,diskʁEsjOnɛʁ,diskʁEsjOnɛʁ,diskʁEsjOnɛʁ
discriminant,discriminant,diskʁiminɑ̃,diskʁiminɑ̃,diskʁiminɑ̃t,diskʁiminɑ̃t
discriminatoire,discriminatoire,diskʁiminatwaʁ,diskʁiminatwaʁ,diskʁiminatwaʁ,diskʁiminatwaʁ
discursif,discursif,diskyʁsif,diskyʁsif,diskyʁsiv,diskyʁsiv
discutable,discutable,diskytabl,diskytabl,diskytabl,diskytabl
discutailleur,discutailleur,diskytajœʁ,diskytajœʁ,diskytajøz,diskytajøz
discuté,discuté,diskyte,diskyte,diskyte,diskyte
disert,disert,dizɛʁ,dizɛʁ,dizɛʁt,dizɛʁt
disgracié,disgracié,disgʁasje,disgʁasje,disgʁasje,disgʁasje
disgracieux,disgracieux,disgʁasjø,disgʁasjø,disgʁasjøz,disgʁasjøz
disjoint,disjoint,disʒwɛ̃,disʒwɛ̃,disʒwɛ̃t,disʒwɛ̃t
disloqué,disloqué,dislOke,dislOke,dislOke,dislOke
disparaissant,disparaissant,dispaʁEsɑ̃,dispaʁEsɑ̃,dispaʁEsɑ̃t,dispaʁEsɑ̃t
disparate,disparate,dispaʁat,dispaʁat,dispaʁat,dispaʁat
disparu,disparu,dispaʁy,dispaʁy,dispaʁy,dispaʁy
dispendieux,dispendieux,dispɑ̃djø,dispɑ̃djø,dispɑ̃djøz,dispɑ̃djøz
dispensable,dispensable,dispɑ̃sabl,dispɑ̃sabl,dispɑ̃sabl,dispɑ̃sabl
dispensateur,dispensateur,dispɑ̃satœʁ,dispɑ̃satœʁ,dispɑ̃satʁis,dispɑ̃satʁis
dispensé,dispensé,dispɑ̃se,dispɑ̃se,dispɑ̃se,dispɑ̃se
dispersant,dispersant,dispɛʁsɑ̃,dispɛʁsɑ̃,dispɛʁsɑ̃t,dispɛʁsɑ̃t
dispersé,dispersé,dispɛʁse,dispɛʁse,dispɛʁse,dispɛʁse
dispersif,dispersif,dispɛʁsif,dispɛʁsif,dispɛʁsiv,dispɛʁsiv
dispo,dispo,dispo,dispo,dispo,dispo
disponible,disponible,dispOnibl,dispOnibl,dispOnibl,dispOnibl
dispos,dispos,dispo,dispo,dispoz,dispoz
disposé,disposé,dispOze,dispOze,dispOze,dispOze
disproportionné,disproportionné,dispʁOpɔʁsjOne,dispʁOpɔʁsjOne,dispʁOpɔʁsjOne,dispʁOpɔʁsjOne
disproportionnel,disproportionnel,dispʁOpɔʁsjOnɛl,dispʁOpɔʁsjOnɛl,dispʁOpɔʁsjOnɛl,dispʁOpɔʁsjOnɛl
disputé,disputé,dispyte,dispyte,dispyte,dispyte
disqualifié,disqualifié,diskalifje,diskalifje,diskalifje,diskalifje
disruptif,disruptif,disʁyptif,disʁyptif,disʁyptiv,disʁyptiv
dissemblable,dissemblable,disɑ̃blabl,disɑ̃blabl,disɑ̃blabl,disɑ̃blabl
disséminé,disséminé,disEmine,disEmine,disEmine,disEmine
dissident,dissident,disidɑ̃,disidɑ̃,disidɑ̃t,disidɑ̃t
dissimilaire,dissimilaire,disimilɛʁ,disimilɛʁ,disimilɛʁ,disimilɛʁ
dissimulable,dissimulable,disimylabl,disimylabl,disimylabl,disimylabl
dissimulateur,dissimulateur,disimylatœʁ,disimylatœʁ,disimylatʁis,disimylatʁis
dissimulé,dissimulé,disimyle,disimyle,disimyle,disimyle
dissipé,dissipé,disipe,disipe,disipe,disipe
dissociatif,dissociatif,disOsjatif,disOsjatif,disOsjativ,disOsjativ
dissolu,dissolu,disOly,disOly,disOly,disOly
dissolvant,dissolvant,disɔlvɑ̃,disɔlvɑ̃,disɔlvɑ̃t,disɔlvɑ̃t
dissonant,dissonant,disOnɑ̃,disOnɑ̃,disOnɑ̃t,disOnɑ̃t
dissous,dissous,disu,disu,disut,disut
dissuasif,dissuasif,disɥazif,disɥazif,disɥaziv,disɥaziv
dissymétrique,dissymétrique,disimEtʁik,disimEtʁik,disimEtʁik,disimEtʁik
distal,distal,distal,disto,distal,distal
distant,distant,distɑ̃,distɑ̃,distɑ̃t,distɑ̃t
distendu,distendu,distɑ̃dy,distɑ̃dy,distɑ̃dy,distɑ̃dy
distinct,distinct,distɛ̃,distɛ̃,distɛ̃kt,distɛ̃kt
distinctif,distinctif,distɛ̃ktif,distɛ̃ktif,distɛ̃ktiv,distɛ̃ktiv
distingué,distingué,distɛ̃ge,distɛ̃ge,distɛ̃ge,distɛ̃ge
distractif,distractif,distʁaktif,distʁaktif,distʁaktiv,distʁaktiv
distrait,distrait,distʁɛ,distʁɛ,distʁɛt,distʁɛt
distrayant,distrayant,distʁEjɑ̃,distʁEjɑ̃,distʁEjɑ̃t,distʁEjɑ̃t
distribué,distribué,distʁibɥe,distʁibɥe,distʁibɥe,distʁibɥe
distributeur,distributeur,distʁibytœʁ,distʁibytœʁ,distʁibytʁis,distʁibytʁis
distributif,distributif,distʁibytif,distʁibytif,distʁibytiv,distʁibytiv
dit,dit,di,di,dit,dit
dithyrambique,dithyrambique,ditiʁɑ̃bik,ditiʁɑ̃bik,ditiʁɑ̃bik,ditiʁɑ̃bik
diurétique,diurétique,djyʁEtik,djyʁEtik,djyʁEtik,djyʁEtik
diurnal,diurnal,djyʁnal,djyʁno,djyʁnal,djyʁnal
diurne,diurne,djyʁn,djyʁn,djyʁn,djyʁn
divagant,divagant,divagɑ̃,divagɑ̃,divagɑ̃t,divagɑ̃t
dive,dive,div,div,div,div
divergent,divergent,divɛʁʒɑ̃,divɛʁʒɑ̃,divɛʁʒɑ̃t,divɛʁʒɑ̃t
divers,divers,divɛʁ,divɛʁ,divɛʁs,divɛʁs
divertissant,divertissant,divɛʁtisɑ̃,divɛʁtisɑ̃,divɛʁtisɑ̃t,divɛʁtisɑ̃t
divin,divin,divɛ̃,divɛ̃,divin,divin
divinateur,divinateur,divinatœʁ,divinatœʁ,divinatʁis,divinatʁis
divinatoire,divinatoire,divinatwaʁ,divinatwaʁ,divinatwaʁ,divinatwaʁ
divinisant,divinisant,divinizɑ̃,divinizɑ̃,divinizɑ̃t,divinizɑ̃t
divis,divis,divi,divi,diviz,diviz
divisé,divisé,divize,divize,divize,divize
divisible,divisible,divizibl,divizibl,divizibl,divizibl
divisionnaire,divisionnaire,divizjOnɛʁ,divizjOnɛʁ,divizjOnɛʁ,divizjOnɛʁ
divorcé,divorcé,divɔʁse,divɔʁse,divɔʁse,divɔʁse
dix-huitième,dix-huitième,dizɥitjɛm,dizɥitjɛm,dizɥitjɛm,dizɥitjɛm
dix-neuvième,dix-neuvième,diznœvjɛm,diznœvjɛm,diznœvjɛm,diznœvjɛm
dix-septième,dix-septième,disEtjɛm,disEtjɛm,disEtjɛm,disEtjɛm
dixième,dixième,dizjɛm,dizjɛm,dizjɛm,dizjɛm
docile,docile,dOsil,dOsil,dOsil,dOsil
docte,docte,dɔkt,dɔkt,dɔkt,dɔkt
doctissime,doctissime,dOktisim,dOktisim,dOktisim,dOktisim
doctoral,doctoral,dOktOʁal,dOktOʁo,dOktOʁal,dOktOʁal
doctrinaire,doctrinaire,dOktʁinɛʁ,dOktʁinɛʁ,dOktʁinɛʁ,dOktʁinɛʁ
doctrinal,doctrinal,dOktʁinal,dOktʁino,dOktʁinal,dOktʁinal
documentaire,documentaire,dOkymɑ̃tɛʁ,dOkymɑ̃tɛʁ,dOkymɑ̃tɛʁ,dOkymɑ̃tɛʁ
documenté,documenté,dOkymɑ̃te,dOkymɑ̃te,dOkymɑ̃te,dOkymɑ̃te
dodelinant,dodelinant,dOdəlinɑ̃,dOdəlinɑ̃,dOdəlinɑ̃t,dOdəlinɑ̃t
dodu,dodu,dOdy,dOdy,dOdy,dOdy
dogmatique,dogmatique,dɔgmatik,dɔgmatik,dɔgmatik,dɔgmatik
dolent,dolent,dOlɑ̃,dOlɑ̃,dOlɑ̃t,dOlɑ̃t
dolichocéphale,dolichocéphale,dOlikOsEfal,dOlikOsEfal,dOlikOsEfal,dOlikOsEfal
domanial,domanial,dOmanjal,dOmanjo,dOmanjal,dOmanjal
domestique,domestique,dOmEstik,dOmEstik,dOmEstik,dOmEstik
domiciliaire,domiciliaire,dOmisiljɛʁ,dOmisiljɛʁ,dOmisiljɛʁ,dOmisiljɛʁ
domicilié,domicilié,dOmisilje,dOmisilje,dOmisilje,dOmisilje
dominant,dominant,dOminɑ̃,dOminɑ̃,dOminɑ̃t,dOminɑ̃t
dominateur,dominateur,dOminatœʁ,dOminatœʁ,dOminatʁis,dOminatʁis
dominicain,dominicain,dOminikɛ̃,dOminikɛ̃,dOminikɛn,dOminikɛn
dominical,dominical,dOminikal,dOminiko,dOminikal,dOminikal
dommageable,dommageable,dOmaʒabl,dOmaʒabl,dOmaʒabl,dOmaʒabl
dompté,dompté,dɔ̃pte,dɔ̃pte,dɔ̃pte,dɔ̃pte
donjuanesque,donjuanesque,dɔ̃ʒɥanɛsk,dɔ̃ʒɥanɛsk,dɔ̃ʒɥanɛsk,dɔ̃ʒɥanɛsk
donnant,donnant,dOnɑ̃,dOnɑ̃,dOnɑ̃t,dOnɑ̃t
donné,donné,dOne,dOne,dOne,dOne
donneur,donneur,dOnœʁ,dOnœʁ,dOnøz,dOnøz
donquichottesque,donquichottesque,dɔ̃kiʃOtɛsk,dɔ̃kiʃOtɛsk,dɔ̃kiʃOtɛsk,dɔ̃kiʃOtɛsk
dopant,dopant,dOpɑ̃,dOpɑ̃,dOpɑ̃t,dOpɑ̃t
doré,doré,dOʁe,dOʁe,dOʁe,dOʁe
dorien,dorien,dOʁjɛ̃,dOʁjɛ̃,dOʁjɛn,dOʁjɛn
dorique,dorique,dOʁik,dOʁik,dOʁik,dOʁik
dormant,dormant,dɔʁmɑ̃,dɔʁmɑ̃,dɔʁmɑ̃t,dɔʁmɑ̃t
dormeur,dormeur,dɔʁmœʁ,dɔʁmœʁ,dɔʁmøz,dɔʁmøz
dormitif,dormitif,dɔʁmitif,dɔʁmitif,dɔʁmitiv,dɔʁmitiv
dorsal,dorsal,dɔʁsal,dɔʁso,dɔʁsal,dɔʁsal
dostoïevskien,dostoïevskien,dOstOjEvskjɛ̃,dOstOjEvskjɛ̃,dOstOjEvskjɛn,dOstOjEvskjɛn
doté,doté,dOte,dOte,dOte,dOte
douanier,douanier,dwanje,dwanje,dwanjɛʁ,dwanjɛʁ
double,double,dubl,dubl,dubl,dubl
doublé,doublé,duble,duble,duble,duble
douçâtre,douçâtre:douceâtre,dusatʁ,dusatʁ,dusatʁ,dusatʁ
doucereux,doucereux,dusəʁø,dusəʁø,dusəʁøz,dusəʁøz
doucet,doucet,dusɛ,dusɛ,dusɛt,dusɛt
doué,doué,dwe,dwe,dwe,dwe
douillet,douillet,dujɛ,dujɛ,dujɛt,dujɛt
douloureux,douloureux,duluʁø,duluʁø,duluʁøz,duluʁøz
douteur,douteur,dutœʁ,dutœʁ,dutøz,dutøz
douteux,douteux,dutø,dutø,dutøz,dutøz
doux-amer,doux-amer,duamɛʁ,duamɛʁ,dusamɛʁ,dusamɛʁ
doux,doux,du,du,dus,dus
douzième,douzième,duzjɛm,duzjɛm,duzjɛm,duzjɛm
down,down,dawn,dawn,dawn,dawn
