"utterance","identifier","path","pred","num_tolerance","support","isbest","iscorrect","isnovel"
3023,"aluʁdiʁE","#ak:aku:kud:ud#","akud",0,0.9897470650804032,true,true,false
3024,"altɛʁəʁE","#ak:aku:kup:upl:pl#","akupl",0,0.9924790846122189,true,true,false
3025,"altɛʁnəʁE","#ak:aku:kuʁ:uʁ#","akuʁ",0,0.85133560575922,true,true,false
3025,"altɛʁnəʁE","#aj:aj#","aj",0,0.5959334306562023,false,false,false
3026,"amalgaməʁE",,,,,,,
3027,"amasəʁE","#ak:akʁ:kʁE:ʁEd:Edi:dit:it#","akʁEdit",0,0.9345517242806421,true,true,false
3028,"ɑ̃bisjɔnəʁE","#ak:akʁ:kʁɔ:ʁɔʃ:ɔʃ#","akʁɔʃ",0,0.9690340462341938,true,true,false
3029,"abɛs","#aj:aj#","aj",0,0.5157131398284656,true,false,false
3030,"abɑ̃dɔn",,,,,,,
3031,"abat","#ak:akœ:kœj:œj#","akœj",0,0.9819170773340036,true,true,false
3031,"abat","#ab:abʁ:bʁi:ʁit:it#","abʁit",0,0.7210907773985592,false,false,false
3031,"abat","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.5686762578780693,false,false,false
3032,"abdik","#ak:aky:kyl:yl#","akyl",0,0.9562443513552016,true,true,false
3033,"abɔʁ","#ak:aky:kym:ymy:myl:yl#","akymyl",0,0.9250392602569171,true,true,false
3033,"abɔʁ","#al:alt:ltɛ:tɛʁ:ɛʁ#","altɛʁ",0,0.7535982949212676,false,false,false
3034,"abim","#ak:aky:kyz:yz#","akyz",0,0.9343615226352413,true,true,false
3034,"abim","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.6931373365268657,false,false,false
3034,"abim","#ɛm:ɛm#","ɛm",0,0.6136326881562639,false,false,false
3035,"abʒyʁ","#aʃ:aʃa:ʃal:al#","aʃal",0,0.9895615638106569,true,true,false
3035,"abʒyʁ","#aʃ:aʃa:ʃal:alə:ləʁ:əʁE:ʁE#","aʃaləʁE",0,0.9700438641770316,false,false,false
3035,"abʒyʁ","#aʃ:aʃa:ʃal:alE:lE#","aʃalE",0,0.9652560430708189,false,false,false
3035,"abʒyʁ","#aʃ:aʃa:ʃal:ala:la#","aʃala",0,0.9639363721605647,false,false,false
3035,"abʒyʁ","#aʃ:aʃa:ʃal:ala:las:as#","aʃalas",0,0.9531228898204555,false,false,false
3036,"abOlis","#aʃ:aʃa:ʃaʁ:aʁn:ʁn#","aʃaʁn",0,0.9372396751623919,true,true,false
3037,"abOmin","#aʃ:aʃə:ʃəm:əmi:min:in#","aʃəmin",0,0.9602496365965144,true,true,false
3038,"abɔ̃d","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.9443453507082193,true,true,false
3038,"abɔ̃d","#aʃ:aʃɛ:ʃɛt:ɛtə:təʁ:əʁE:ʁE#","aʃɛtəʁE",0,0.8796072209100524,false,false,false
3038,"abɔ̃d","#aʃ:aʃə:ʃət:ətE:tE#","aʃətE",0,0.852545236598537,false,false,false
3039,"abɔn","#aʃ:aʃɛ:ʃɛv:ɛv#","aʃɛv",0,0.9848131114051533,true,true,false
3040,"abɔʁd","#aʃ:aʃɔ:ʃɔp:ɔp#","aʃɔp",0,0.9787125239837674,true,true,false
3040,"abɔʁd","#aʃ:aʃɔ:ʃɔp:ɔpə:pəʁ:əʁE:ʁE#","aʃɔpəʁE",0,0.6757959471798142,false,false,false
3040,"abɔʁd","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.6314836251075514,false,false,false
3041,"abuʃ","#ak:akO:kOk:Oki:kin:in#","akOkin",0,0.9816840583039977,true,true,false
3042,"abul","#ak:akj:kjɛ:jɛʁ:ɛʁ#","akjɛʁ",0,0.8452615310927843,true,true,false
3042,"abul","#al:alt:ltɛ:tɛʁ:ɛʁ#","altɛʁ",0,0.6470318323418296,false,false,false
3043,"abutis","#ak:akj:kjɛ:jɛs:ɛs#","akjɛs",0,0.886652947716669,true,true,false
3044,"abwa","#ak:aki:kit:it#","akit",0,0.9365645984723842,true,true,false
3045,"abʁɛʒ","#ak:aks:ksj:sjɔ:jɔn:ɔn#","aksjɔn",0,0.9454564267077663,true,true,false
3045,"abʁɛʒ","#ak:aks:ksj:sjO:jOn:OnE:nE#","aksjOnE",0,0.8779783202919081,false,false,false
3045,"abʁɛʒ","#al:aly:lym:ym#","alym",0,0.7433598648303824,false,false,false
3045,"abʁɛʒ","#aʒ:aʒy:ʒys:yst:st#","aʒyst",0,0.7188676682453666,false,false,false
3046,"abʁœv","#ak:akt:ktɥ:tɥa:ɥal:ali:liz:iz#","aktɥaliz",0,0.9479641917191043,true,true,false
3047,"abʁit","#ad:ada:dap:apt:pt#","adapt",0,0.934171986127492,true,true,false
3047,"abʁit","#ad:ada:dap:apt:ptə:təʁ:əʁE:ʁE#","adaptəʁE",0,0.7716158915170838,false,false,false
3048,"abʁɔʒ","#ad:adi:dis:isj:sjɔ:jɔn:ɔn#","adisjɔn",0,0.9007902253661172,true,true,false
3049,"abʁytis","#ad:adɛ:dɛʁ:ɛʁ#","adɛʁ",0,0.9322819676613138,true,true,false
3049,"abʁytis","#ad:adɛ:dɛʁ:ɛʁə:ʁəʁ:əʁE:ʁE#","adɛʁəʁE",0,0.8647082812872808,false,false,false
3049,"abʁytis","#ad:ada:dap:apt:pt#","adapt",0,0.5175237176904469,false,false,false
3050,"apsɑ̃t",,,,,,,
3051,"apsɔʁb","#ad:adʒ:dʒy:ʒyʒ:yʒ#","adʒyʒ",0,0.9923160142950026,true,true,false
3052,"apsɔlv","#ad:adʒ:dʒy:ʒyʁ:yʁ#","adʒyʁ",0,0.9508171752330038,true,true,false
3053,"apstjɛn","#ad:adm:dmɛ:mɛt:ɛt#","admɛt",0,0.8524574547490509,true,true,false
3053,"apstjɛn","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.6669249979299533,false,false,false
3053,"apstjɛn","#aj:aj#","aj",0,0.6241804967973822,false,false,false
3054,"apstʁE","#ad:adm:dmi:min:ini:nis:ist:stʁ:tʁ#","administʁ",0,0.9526001099135469,true,true,false
3054,"apstʁE","#al:alu:lu#","alu",0,0.7562889939395498,false,false,false
3055,"abyz","#ad:adm:dmi:miʁ:iʁ#","admiʁ",0,0.8387828392063149,true,true,false
3055,"abyz","#ɛm:ɛm#","ɛm",0,0.8218245838702158,false,false,false
3055,"abyz","#ad:adɔ:dɔʁ:ɔʁ#","adɔʁ",0,0.8168561083570299,false,false,false
3055,"abyz","#af:afE:fEk:Eks:ksj:sjɔ:jɔn:ɔn#","afEksjɔn",0,0.8098499802909159,false,false,false
3056,"akaɲaʁd","#ad:adm:dmO:mOn:Onɛ:nɛs:ɛst:st#","admOnɛst",0,0.9380884767911633,true,true,false
3056,"akaɲaʁd","#ad:adʒ:dʒy:ʒyʁ:yʁ#","adʒyʁ",0,0.773963933525392,false,false,false
3057,"akabl","#ad:adɔ:dɔn:ɔn#","adɔn",0,0.969300825299079,true,true,false
3058,"akapaʁ","#ad:adO:dOp:Opt:pt#","adOpt",0,0.9083432488747536,true,true,false
3058,"akapaʁ","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.678724944252046,false,false,false
3059,"aksɛd","#ad:adɔ:dɔʁ:ɔʁ#","adɔʁ",0,0.9516830257151427,true,true,false
3059,"aksɛd","#ɛm:ɛm#","ɛm",0,0.8666096059106109,false,false,false
3060,"aksElɛʁ","#ad:adɔ:dɔs:ɔs#","adɔs",0,0.993655342255601,true,true,false
3061,"aksɑ̃ty","#ad:adu:dub:ub#","adub",0,0.9679867226152314,true,true,false
3061,"aksɑ̃ty","#ad:ady:dyl:yl#","adyl",0,0.7927096561909982,false,false,false
3062,"aksɛpt","#ad:adu:dus:usi:sis:is#","adusis",0,0.9238741481211261,true,true,false
3063,"aksEswaʁiz","#ad:adʁ:dʁɛ:ʁɛs:ɛs#","adʁɛs",0,0.9383097506134962,true,true,false
3063,"aksEswaʁiz","#ad:ada:dap:apt:pt#","adapt",0,0.7855403838897893,false,false,false
3064,"aksidɑ̃t","#ad:ady:dyl:yl#","adyl",0,0.9201607161471672,true,true,false
3064,"aksidɑ̃t","#ad:adɔ:dɔʁ:ɔʁ#","adɔʁ",0,0.7709486998553612,false,false,false
3065,"aklam","#ad:adv:dvj:vjɛ:jɛn:ɛn#","advjɛn",0,0.6653608587762069,true,true,false
3065,"aklam","#ak:akɔ:kɔ̃:ɔ̃p:̃pl:pli:lis:is#","akɔ̃plis",0,0.5343891218981119,false,false,false
3065,"aklam","#aj:aj#","aj",0,0.46615107587578947,false,false,false
3066,"aklimat","#aɛ:aɛʁ:ɛʁ#","aɛʁ",0,0.9477543693079429,true,true,false
3066,"aklimat","#al:alk:lka:kal:ali:lin:ini:niz:iz#","alkaliniz",0,0.43547241064886166,false,false,false
3067,"akɔl",,,,,,,
3068,"akOmɔd",,,,,,,
3069,"akɔ̃paɲ","#af:afE:fEb:Ebl:bli:lis:is#","afEblis",0,0.9222250421226765,true,true,false
3070,"akɔ̃plis",,,,,,,
3071,"akɔʁd",,,,,,,
3072,"akɔst","#af:afa:fam:am#","afam",0,0.9595455345039682,true,true,false
3072,"akɔst","#ak:aky:kyl:yl#","akyl",0,0.7083555224990059,false,false,false
3073,"akɔt","#af:afɛ:fɛk:ɛkt:kt#","afɛkt",0,0.9539297266367659,true,true,false
3073,"akɔt","#ap:aps:psɔ:sɔʁ:ɔʁb:ʁb#","apsɔʁb",0,0.7158157964281517,false,false,false
3073,"akɔt","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.6834028615018772,false,false,false
3073,"akɔt","#ak:akɔ:kɔʁ:ɔʁd:ʁd#","akɔʁd",0,0.637732977438999,false,false,false
3074,"akuʃ","#af:afE:fEk:Eks:ksj:sjɔ:jɔn:ɔn#","afEksjɔn",0,0.9067769859012617,true,true,false
3074,"akuʃ","#af:afE:fEk:Eks:ksj:sjO:jOn:OnE:nE#","afEksjOnE",0,0.8385688333744699,false,false,false
3074,"akuʃ","#ɛm:ɛm#","ɛm",0,0.7958496225067793,false,false,false
3074,"akuʃ","#ab:abɔ:bɔʁ:ɔʁ#","abɔʁ",0,0.7076373704266495,false,false,false
3074,"akuʃ","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.6260125548623213,false,false,false
3074,"akuʃ","#ad:adO:dOp:Opt:pt#","adOpt",0,0.6150470973186306,false,false,false
3074,"akuʃ","#ak:akɔ:kɔʁ:ɔʁd:ʁd#","akɔʁd",0,0.5553468971522362,false,false,false
3075,"akud","#af:afɛ:fɛʁ:ɛʁm:ʁmi:mis:is#","afɛʁmis",0,0.9331367578996852,true,true,false
3075,"akud","#af:afɛ:fɛʁ:ɛʁm:ʁmi:mi#","afɛʁmi",0,0.783620911649177,false,false,false
3075,"akud","#ak:akɔ:kɔ̃:ɔ̃p:̃pl:pli:lis:is#","akɔ̃plis",0,0.777264701145202,false,false,false
3076,"akupl","#af:afi:fiʃ:iʃ#","afiʃ",0,0.9715907204559885,true,true,false
3077,"akuʁ","#af:afi:fil:il#","afil",0,0.9412320167806922,true,true,false
3078,"akutym","#af:afi:fil:ili:li#","afili",0,0.9505077215504988,true,true,false
3079,"akʁEdit","#af:afi:fin:in#","afin",0,0.9416146792470069,true,true,false
3080,"akʁɔʃ","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.9392854993848854,true,true,false
3080,"akʁɔʃ","#aʒ:aʒu:ʒut:ut#","aʒut",0,0.6749956510404987,false,false,false
3080,"akʁɔʃ","#aj:aj#","aj",0,0.5661647980682348,false,false,false
3081,"akʁwas","#af:afl:flœ:lœʁ:œʁ#","aflœʁ",0,0.9895560088852642,true,true,false
3082,"akʁupis","#af:afl:fli:liʒ:iʒ#","afliʒ",0,0.9856607464691763,true,true,false
3082,"akʁupis","#ak:aka:kab:abl:bl#","akabl",0,0.8344384899729084,false,false,false
3083,"akœj","#af:afl:fly:ly#","afly",0,0.9172488510428951,true,true,false
3084,"akyl",,,,,,,
3085,"akymyl",,,,,,,
3086,"akyz","#af:afʁ:fʁɛ:ʁɛt:ɛt#","afʁɛt",0,0.9716350662468697,true,true,false
3086,"akyz","#ak:akɔ:kɔs:ɔst:st#","akɔst",0,0.6437503398648363,false,false,false
3086,"akyz","#am:ama:maʁ:aʁ#","amaʁ",0,0.5282810648834212,false,false,false
3086,"akyz","#aj:aj#","aj",0,0.3880151619909758,false,false,false
3087,"aʃal","#af:afʁ:fʁi:ʁij:ijɑ:jɑ̃:ɑ̃d:̃d#","afʁijɑ̃d",0,0.9999995315404758,true,true,false
3087,"aʃal","#ag:agʁ:gʁE:ʁE#","agʁE",0,0.4549329372303017,false,false,false
3087,"aʃal","#ay:ayʁ:yʁi:ʁi#","ayʁi",0,0.4066070102887289,false,false,false
3087,"aʃal","#ag:agʁ:gʁi:ʁi#","agʁi",0,0.3475122709326045,false,false,true
3087,"aʃal","#Eg:Egʁ:gʁi:ʁi#","Egʁi",0,0.3351768230788212,false,false,false
3088,"aʃaʁn","#af:afʁ:fʁi:ʁij:ijɔ:jɔl:ɔl#","afʁijɔl",0,0.9491092581379721,true,true,false
3088,"aʃaʁn","#Eg:Egɥ:gɥi:ɥij:ijɔ:jɔl:ɔl#","Egɥijɔl",0,0.7318301476382508,false,false,true
3088,"aʃaʁn","#al:alɛ:lɛʃ:ɛʃ#","alɛʃ",0,0.6937061974698094,false,false,false
3089,"aʃəmin","#af:afʁ:fʁɔ:ʁɔ̃:ɔ̃t:̃t#","afʁɔ̃t",0,0.9347848598610063,true,true,false
3090,"aʃɛt","#af:afy:fyb:ybl:bl#","afybl",0,0.9627942425403508,true,true,false
3090,"aʃɛt","#ak:akɔ:kɔl:ɔl#","akɔl",0,0.8246969359217025,false,false,false
3091,"aʃɛv","#af:afy:fyʁ:yʁ#","afyʁ",0,0.9999984420663521,true,true,false
3091,"aʃɛv","#aj:aj#","aj",0,0.1356095144220708,false,false,false
3092,"aʃɔp","#af:afy:fyt:yt#","afyt",0,0.964267441333465,true,true,false
3092,"aʃɔp","#Eg:Egi:giz:iz#","Egiz",0,0.7762894649661316,false,false,false
3093,"akOkin","#ag:aga:gas:as#","agas",0,0.9375209616070533,true,true,false
3093,"akOkin","#ak:aky:kyz:yz#","akyz",0,0.7306901823988602,false,false,false
3094,"akjɛʁ","#aʒ:aʒɑ:ʒɑ̃:ɑ̃s:̃s#","aʒɑ̃s",0,0.9528050275859457,true,true,false
3094,"akjɛʁ","#am:ama:mas:as#","amas",0,0.394020479480052,false,false,false
3095,"akjɛs","#aʒ:aʒə:ʒən:ənu:nuj:uj#","aʒənuj",0,0.9898595678829026,true,true,false
3096,"akit","#ag:agl:glO:lOm:Omɛ:mɛʁ:ɛʁ#","aglOmɛʁ",0,0.9933507569805918,true,true,false
3097,"aksjɔn",,,,,,,
3098,"aktɥaliz","#ag:agʁ:gʁa:ʁav:av#","agʁav",0,0.9859483953242554,true,true,false
3098,"aktɥaliz","#ak:aks:ksɑ:sɑ̃:ɑ̃t:̃ty:ty#","aksɑ̃ty",0,0.8386428914790901,false,false,false
3099,"adapt","#aʒ:aʒi:ʒis:is#","aʒis",0,0.7073653372187085,true,true,false
3099,"adapt","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.6410104183354028,false,false,false
3099,"adapt","#aj:aj#","aj",0,0.3761676121654045,false,false,false
3100,"adisjɔn","#aʒ:aʒi:ʒit:it#","aʒit",0,0.9399426860785076,true,true,false
3101,"adɛʁ","#ag:agO:gOn:Oni:niz:iz#","agOniz",0,0.9378566198824495,true,true,false
3101,"adɛʁ","#ak:aku:kuʃ:uʃ#","akuʃ",0,0.6850274327940694,false,false,false
3102,"adʒwaɲ","#ag:agʁ:gʁa:ʁaf:af#","agʁaf",0,0.9887479120816598,true,true,false
3102,"adʒwaɲ","#ak:aks:ksE:sEs:Esw:swa:waʁ:aʁi:ʁiz:iz#","aksEswaʁiz",0,0.6737588974765071,false,false,false
3103,"adʒyʒ",,,,,,,
3104,"adʒyʁ","#ag:agʁ:gʁE:ʁE#","agʁE",0,0.9534404383324447,true,true,false
3105,"admɛt","#ag:agʁ:gʁɛ:ʁɛʒ:ɛʒ#","agʁɛʒ",0,0.9779737642397931,true,true,false
3106,"administʁ","#ag:agʁ:gʁE:ʁEm:Emɑ:mɑ̃:ɑ̃t:̃t#","agʁEmɑ̃t",0,0.9703167539705349,true,true,false
3107,"admiʁ","#ag:agʁ:gʁɛ:ʁɛs:ɛs#","agʁɛs",0,0.9316445873394172,true,true,false
3107,"admiʁ","#ag:agʁ:gʁɛ:ʁɛs:ɛsə:səʁ:əʁE:ʁE#","agʁɛsəʁE",0,0.7754783763998493,false,false,false
3108,"admOnɛst","#ag:agʁ:gʁi:ʁip:ip#","agʁip",0,0.9651293401985225,true,true,false
3109,"adɔn",,,,,,,
3110,"adOpt","#ag:agi:giʃ:iʃ#","agiʃ",0,0.9573946331654907,true,true,false
3110,"adOpt","#al:alp:lpa:pag:ag#","alpag",0,0.7726052070807732,false,false,false
3110,"adOpt","#al:alɛ:lɛʃ:ɛʃ#","alɛʃ",0,0.7228017594226244,false,false,false
3110,"adOpt","#Eg:Egɥ:gɥi:ɥij:ijɔ:jɔl:ɔl#","Egɥijɔl",0,0.6997163997527027,false,false,true
3110,"adOpt","#af:afʁ:fʁi:ʁij:ijɔ:jɔl:ɔl#","afʁijɔl",0,0.6666981234602533,false,false,false
3111,"adɔʁ","#aa:aan:an#","aan",0,0.9490886916580626,true,true,false
3111,"adɔʁ","#ab:abw:bwa:wa#","abwa",0,0.5667604093186838,false,false,false
3111,"adɔʁ","#ag:agO:gOn:Oni:ni#","agOni",0,0.4409724783246839,false,false,false
3111,"adɔʁ","#ab:abu:but:uti:ti#","abuti",0,0.34340385325216666,false,false,false
3112,"adɔs","#ɛʃ:ɛʃ#","ɛʃ",0,0.9999996060253052,true,true,false
3112,"adɔs","#ab:abu:bul:ul#","abul",0,0.36247865939552587,false,false,false
3113,"adub","#ɛd:ɛd#","ɛd",0,0.9705679218048099,true,true,false
3113,"adub","#ɛd:ɛdə:dəʁ:əʁE:ʁE#","ɛdəʁE",0,0.8110274056076624,false,false,false
3113,"adub","#ak:akɔ:kɔ̃:ɔ̃p:̃pa:paɲ:aɲ#","akɔ̃paɲ",0,0.5931418434626534,false,false,false
3114,"adusis",,,,,,,
3115,"adʁɛs","#Eg:Egɥ:gɥi:ɥij:ij#","Egɥij",0,0.9516696961625565,true,true,false
3115,"adʁɛs","#af:afy:fyb:ybl:bl#","afybl",0,0.21105463272985386,false,false,false
3116,"adyl","#Eg:Egɥ:gɥi:ɥij:ijɔ:jɔn:ɔn#","Egɥijɔn",0,0.9459849053323619,true,true,false
3116,"adyl","#Eg:Egi:giz:iz#","Egiz",0,0.7280169290685917,false,false,false
3117,"aɛʁ","#Eg:Egi:giz:iz#","Egiz",0,0.9586008599802333,true,true,false
3117,"aɛʁ","#af:afy:fyt:yt#","afyt",0,0.7731448194456965,false,false,false
3117,"aɛʁ","#Eg:Egɥ:gɥi:ɥij:ijɔ:jɔn:ɔn#","Egɥijɔn",0,0.7337497725532703,false,false,false
3118,"afabyl","#aj:aj#","aj",0,0.940757721162246,true,true,false
3118,"afabyl","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.5448631780150782,false,false,false
3119,"afadis","#Em:Emɑ:mɑ̃:ɑ̃t:̃t#","Emɑ̃t",0,0.9744515303434226,true,true,false
3119,"afadis","#Eg:Egɥ:gɥi:ɥij:ij#","Egɥij",0,0.5218162868749622,false,false,false
3120,"afEblis","#ɛm:ɛm#","ɛm",0,0.9614591525913372,true,true,false
3120,"afEblis","#ad:adɔ:dɔʁ:ɔʁ#","adɔʁ",0,0.9240289775807548,false,false,false
3121,"afɛs","#aʒ:aʒw:ʒwɛ:wɛ̃:ɛ̃t:̃t#","aʒwɛ̃t",0,0.9424013448480478,true,true,false
3121,"afɛs","#ad:adʁ:dʁɛ:ʁɛs:ɛs#","adʁɛs",0,0.3347412679038935,false,false,false
3121,"afɛs","#ak:akj:kjɛ:jɛs:ɛs#","akjɛs",0,0.3094393577869316,false,false,false
3122,"afal","#aʒ:aʒu:ʒuʁ:uʁn:ʁn#","aʒuʁn",0,0.9278791154354212,true,true,false
3123,"afam","#aʒ:aʒu:ʒut:ut#","aʒut",0,0.9545570869822335,true,true,false
3123,"afam","#aʒ:aʒu:ʒut:utə:təʁ:əʁE:ʁE#","aʒutəʁE",0,0.8641612484730471,false,false,false
3123,"afam","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.7836705414957084,false,false,false
3124,"afɛkt","#aʒ:aʒy:ʒys:yst:st#","aʒyst",0,0.9383213795818582,true,true,false
3124,"afɛkt","#ad:ada:dap:apt:pt#","adapt",0,0.8513479094716644,false,false,false
3125,"afEksjɔn","#al:ala:laʁ:aʁm:ʁm#","alaʁm",0,0.9665533688249097,true,true,false
3125,"afEksjɔn","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.7143832095468349,false,false,false
3126,"afɛʁmis","#al:alk:lka:kal:ali:lin:ini:niz:iz#","alkaliniz",0,0.9725905530300627,true,true,false
3126,"afɛʁmis","#ap:aps:psɔ:sɔʁ:ɔʁb:ʁb#","apsɔʁb",0,0.4587248835769501,false,false,false
3126,"afɛʁmis","#aɛ:aɛʁ:ɛʁ#","aɛʁ",0,0.44850043070858736,false,false,false
3127,"afiʃ","#al:alɛ:lɛʁ:ɛʁt:ʁt#","alɛʁt",0,0.9726048258822915,true,true,false
3127,"afiʃ","#ak:akɔ:kɔs:ɔst:st#","akɔst",0,0.4986612913232845,false,false,false
3128,"afil","#al:alɛ:lɛz:ɛz#","alɛz",0,0.999999613355826,true,true,false
3128,"afil","#ag:agʁ:gʁa:ʁaf:af#","agʁaf",0,0.28633582670138635,false,false,false
3128,"afil","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.08695820150528025,false,false,false
3128,"afil","#al:alɛ:lɛʒ:ɛʒ#","alɛʒ",0,0.06992229439541607,false,false,false
3129,"afili","#al:alj:ljɛ:jɛn:ɛn#","aljɛn",0,0.9882748624601716,true,true,false
3130,"afin","#al:ali:liɲ:iɲ#","aliɲ",0,0.9632001521405865,true,true,false
3131,"afiʁm","#al:ali:lim:imɑ:mɑ̃:ɑ̃t:̃t#","alimɑ̃t",0,0.9404875983685831,true,true,false
3132,"aflœʁ","#al:ali:lit:it#","alit",0,0.9832237033767803,true,true,false
3133,"afliʒ","#al:alɛ:lɛt:ɛt#","alɛt",0,0.9525269832858374,true,true,false
3133,"afliʒ","#al:alɛ:lɛt:ɛtə:təʁ:əʁE:ʁE#","alɛtəʁE",0,0.8442280580593443,false,false,false
3133,"afliʒ","#ak:aku:kuʃ:uʃ#","akuʃ",0,0.8061350414106654,false,false,false
3133,"afliʒ","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.6674832293419395,false,false,false
3133,"afliʒ","#aʃ:aʃɛ:ʃɛt:ɛtə:təʁ:əʁE:ʁE#","aʃɛtəʁE",0,0.5881644312711442,false,false,false
3134,"afly","#al:alɛ:lɛʃ:ɛʃ#","alɛʃ",0,0.9694271625052913,true,true,false
3135,"afɔl","#al:alɛ:lɛʒ:ɛʒ#","alɛʒ",0,0.9237429444463303,true,true,false
3136,"afʁɑ̃ʃis","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.5922199992464968,true,false,false
3137,"afʁɛt","#aj:aj#","aj",0,0.940757721162246,true,true,false
3137,"afʁɛt","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.5448631780150782,false,false,false
3138,"afʁijɑ̃d","#al:ali:li#","ali",0,0.8651779958385633,true,true,false
3138,"afʁijɑ̃d","#ad:ada:dap:apt:pt#","adapt",0,0.7631323722524358,false,false,false
3138,"afʁijɑ̃d","#al:ali:liʁ:iʁE:ʁE#","aliʁE",0,0.7291983465205617,false,false,false
3138,"afʁijɑ̃d","#al:alt:ltɛ:tɛʁ:ɛʁ#","altɛʁ",0,0.6515663400793305,false,false,false
3138,"afʁijɑ̃d","#ad:adO:dOp:Opt:pt#","adOpt",0,0.6505446828880305,false,false,false
3139,"afʁijɔl","#al:alɔ:lɔ̃:ɔ̃ʒ:̃ʒ#","alɔ̃ʒ",0,0.9665946395622826,true,true,false
3140,"afʁɔ̃t","#al:alu:lu#","alu",0,0.9685063157027684,true,true,false
3140,"afʁɔ̃t","#ad:adm:dmi:min:ini:nis:ist:stʁ:tʁ#","administʁ",0,0.734481415188974,false,false,false
3141,"afybl","#al:aly:lym:ym#","alym",0,0.9635336255199218,true,true,false
3141,"afybl","#ak:aks:ksj:sjɔ:jɔn:ɔn#","aksjɔn",0,0.7450045991221769,false,false,false
3141,"afybl","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.5648910520579137,false,false,false
3142,"afyʁ","#al:alu:luʁ:uʁd:ʁdi:dis:is#","aluʁdis",0,0.8841807588887142,true,true,false
3143,"afyt","#al:alp:lpa:pag:ag#","alpag",0,0.9685710543593924,true,true,false
3144,"agas","#al:alf:lfa:fab:abE:bEt:Eti:tiz:iz#","alfabEtiz",0,0.9721348970681576,true,true,false
3145,"aʒɑ̃s","#al:alt:ltɛ:tɛʁ:ɛʁ#","altɛʁ",0,0.9417326692168562,true,true,false
3145,"aʒɑ̃s","#af:afɛ:fɛk:ɛkt:kt#","afɛkt",0,0.7359696189971503,false,false,false
3146,"aʒənuj","#al:alt:ltɛ:tɛʁ:ɛʁn:ʁn#","altɛʁn",0,0.9209700685142431,true,true,false
3147,"aglOmɛʁ","#am:ama:mad:adu:du#","amadu",0,0.9730207234666888,true,true,false
3148,"aglytin","#am:ama:mal:alg:lga:gam:am#","amalgam",0,0.9414436664949489,true,true,false
3149,"agʁav","#am:ama:maʁ:aʁ#","amaʁ",0,0.9713070892126202,true,true,false
3149,"agʁav","#ak:akɔ:kɔs:ɔst:st#","akɔst",0,0.796373375982394,false,false,false
3149,"agʁav","#af:afʁ:fʁɛ:ʁɛt:ɛt#","afʁɛt",0,0.5247545852015277,false,false,false
3150,"aʒis","#am:ama:mas:as#","amas",0,0.9331030312387059,true,true,false
3151,"aʒit","#ɑ̃:ɑ̃b:̃bi:bis:isj:sjɔ:jɔn:ɔn#","ɑ̃bisjɔn",0,0.8793772242505112,true,true,false
3151,"aʒit","#ak:aky:kyz:yz#","akyz",0,0.5406781959554893,false,false,false
3152,"agOniz","#ɑ̃:ɑ̃b:̃bl:bl#","ɑ̃bl",0,0.9999993580335114,true,true,false
3152,"agOniz","#ad:adO:dOp:Opt:ptə:təʁ:əʁa:ʁa#","adOptəʁa",0,0.18128798741730434,false,false,false
3153,"agʁaf",,,,,,,
3154,"agʁɑ̃dis",,,,,,,
3155,"agʁE",,,,,,,
3156,"agʁɛʒ",,,,,,,
3157,"agʁEmɑ̃t",,,,,,,
3158,"agʁɛs",,,,,,,
3159,"agʁip","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁɔ:ʁɔ̃:ɔ̃#","abɔʁdəʁɔ̃",0,0.73294362806523,true,false,false
3159,"agʁip","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.35172621911012836,false,false,false
3159,"agʁip","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁE:ʁE#","abɔʁdəʁE",0,0.2966849888899324,false,false,false
3160,"agEʁis",,,,,,,
3161,"agiʃ",,,,,,,
3162,"aan",,,,,,,
3163,"ɛʃ",,,,,,,
3164,"ɛd",,,,,,,
3165,"Egʁis",,,,,,,
